Country Name,Country Code,Series Name,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Niger,NER,Agriculture value added per worker (constant 2010 US$),551.9967909,518.3907287,576.3328798,554.7000922,584.8410376,584.321082
Niger,NER,Employment in agriculture (% of total employment),..,..,..,..,..,..
Nigeria,NGA,Agriculture value added per worker (constant 2010 US$),7077.536154,7277.973446,7755.792563,7969.940409,8292.085578,8578.829201
Nigeria,NGA,Employment in agriculture (% of total employment),..,..,..,..,..,..
North America,NAC,Agriculture value added per worker (constant 2010 US$),67517.28343,65976.52308,62685.09031,75408.55755,78230.33878,..
North America,NAC,Employment in agriculture (% of total employment),1.665333575,..,..,..,..,..
Northern Mariana Islands,MNP,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Northern Mariana Islands,MNP,Employment in agriculture (% of total employment),..,..,..,..,..,..
Norway,NOR,Agriculture value added per worker (constant 2010 US$),76425.63419,80233.7282,86235.69158,84724.17528,93921.84365,98949.79558
Norway,NOR,Employment in agriculture (% of total employment),2.400000095,2.200000048,2.099999905,2.099999905,2.099999905,..
Not classified,INX,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Not classified,INX,Employment in agriculture (% of total employment),..,..,..,..,..,..
OECD members,OED,Agriculture value added per worker (constant 2010 US$),20145.51778,20736.98688,20660.35577,22495.79658,23525.82507,17563.45809
OECD members,OED,Employment in agriculture (% of total employment),4.927297679,..,6.087848213,5.990032529,..,..
Oman,OMN,Agriculture value added per worker (constant 2010 US$),2549.255343,2512.467136,2570.087797,2709.34863,2817.647802,..
Oman,OMN,Employment in agriculture (% of total employment),5.199999809,..,..,..,..,..
Other small states,OSS,Agriculture value added per worker (constant 2010 US$),1948.904481,1930.152089,1919.957092,1893.002418,1785.629055,..
Other small states,OSS,Employment in agriculture (% of total employment),..,..,..,..,..,..
Pacific island small states,PSS,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Pacific island small states,PSS,Employment in agriculture (% of total employment),..,..,..,..,..,..
Pakistan,PAK,Agriculture value added per worker (constant 2010 US$),1684.467205,1683.059239,1711.464241,1727.23767,1746.861477,1773.457251
Pakistan,PAK,Employment in agriculture (% of total employment),45,45.09999847,..,43.70000076,43.5,..
Palau,PLW,Agriculture value added per worker (constant 2010 US$),3783.674046,4203.55475,4233.401092,3845.004724,3641.179415,3474.944302
Palau,PLW,Employment in agriculture (% of total employment),..,..,..,..,..,..
Panama,PAN,Agriculture value added per worker (constant 2010 US$),4455.163306,4506.923387,4588.106132,4807.731915,5237.130604,5268.457346
Panama,PAN,Employment in agriculture (% of total employment),17.39999962,17,16.70000076,..,..,..
Papua New Guinea,PNG,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Papua New Guinea,PNG,Employment in agriculture (% of total employment),..,..,..,..,..,..
Paraguay,PRY,Agriculture value added per worker (constant 2010 US$),4910.326478,5033.345669,3987.95241,5564.326504,5764.955814,5903.951756
Paraguay,PRY,Employment in agriculture (% of total employment),26.79999924,26.39999962,27.20000076,23.39999962,22.79999924,..
Peru,PER,Agriculture value added per worker (constant 2010 US$),2727.729257,2930.914711,2963.339716,3048.88516,3013.735702,..
Peru,PER,Employment in agriculture (% of total employment),..,..,..,..,..,..
Philippines,PHL,Agriculture value added per worker (constant 2010 US$),1833.651322,1871.666549,1914.421938,1925.304555,1946.348435,1941.330529
Philippines,PHL,Employment in agriculture (% of total employment),33.20000076,33,32.20000076,31,30.39999962,..
Poland,POL,Agriculture value added per worker (constant 2010 US$),4155.047994,4352.858213,4047.768682,4537.4959,4720.532941,4785.747725
Poland,POL,Employment in agriculture (% of total employment),12.60000038,12.39999962,12.19999981,11.69999981,11.19999981,..
Portugal,PRT,Agriculture value added per worker (constant 2010 US$),8907.305343,9123.608553,9194.643444,9612.938944,10000.68191,10803.98962
Portugal,PRT,Employment in agriculture (% of total employment),7.099999905,6.5,6.800000191,6.599999905,5.5,..
Post-demographic dividend,PST,Agriculture value added per worker (constant 2010 US$),34580.42908,35934.67745,35852.03552,39831.28423,43853.65559,35681.42332
Post-demographic dividend,PST,Employment in agriculture (% of total employment),3.145414957,..,4.659541389,4.592115437,..,..
Pre-demographic dividend,PRE,Agriculture value added per worker (constant 2010 US$),1263.800609,1275.791385,1317.677595,1329.827171,1353.860766,1354.80781
Pre-demographic dividend,PRE,Employment in agriculture (% of total employment),..,..,..,..,..,..
Puerto Rico,PRI,Agriculture value added per worker (constant 2010 US$),51375,51944.21523,57025.52314,56824.18315,..,..
Puerto Rico,PRI,Employment in agriculture (% of total employment),1.600000024,1.600000024,..,..,..,..
Qatar,QAT,Agriculture value added per worker (constant 2010 US$),18440.93407,19432.71539,20331.51722,21540.25072,26636.41281,28761.65851
Qatar,QAT,Employment in agriculture (% of total employment),..,1.399999976,1.399999976,1.399999976,..,..
Romania,ROM,Agriculture value added per worker (constant 2010 US$),10845.2775,13054.77209,10190.11869,14402.59567,15570.0494,14897.46874
Romania,ROM,Employment in agriculture (% of total employment),27.70000076,26,26.60000038,26.20000076,25.39999962,..
Russian Federation,RUS,Agriculture value added per worker (constant 2010 US$),8157.364986,9543.43709,9688.326106,10425.71175,10941.62814,11593.42748
Russian Federation,RUS,Employment in agriculture (% of total employment),7.900000095,7.699999809,7.300000191,7,6.699999809,..
Rwanda,RWA,Agriculture value added per worker (constant 2010 US$),425.5736364,432.9246326,447.7945684,449.9131561,460.690739,470.708949
Rwanda,RWA,Employment in agriculture (% of total employment),..,..,75.30000305,..,..,..
Samoa,WSM,Agriculture value added per worker (constant 2010 US$),3802.78415,3896.341475,3616.60247,3528.274114,4095.971447,4082.256411
Samoa,WSM,Employment in agriculture (% of total employment),..,37,5.400000095,..,..,..
San Marino,SMR,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
San Marino,SMR,Employment in agriculture (% of total employment),0.300000012,..,..,..,..,..
Sao Tome and Principe,STP,Agriculture value added per worker (constant 2010 US$),1404.381922,1376.00586,1335.316169,1348.339856,1332.4118,..
Sao Tome and Principe,STP,Employment in agriculture (% of total employment),..,..,26.10000038,..,..,..
Saudi Arabia,SAU,Agriculture value added per worker (constant 2010 US$),24369.19094,26060.1626,27627.80142,29471.71492,31466.04361,33367.97386
Saudi Arabia,SAU,Employment in agriculture (% of total employment),..,4.300000191,4.699999809,4.900000095,..,..
Senegal,SEN,Agriculture value added per worker (constant 2010 US$),524.8005847,434.7784648,460.082219,455.3076889,452.950802,520.1784908
Senegal,SEN,Employment in agriculture (% of total employment),..,46.09999847,..,..,..,..
Serbia,SRB,Agriculture value added per worker (constant 2010 US$),5452.821476,5756.491636,4989.51693,6336.691113,6790.342876,6588.796474
Serbia,SRB,Employment in agriculture (% of total employment),22.20000076,21.20000076,21,21.29999924,..,..
Seychelles,SYC,Agriculture value added per worker (constant 2010 US$),730.9691907,756.618142,749.2016033,917.0428474,865.6349134,..
Seychelles,SYC,Employment in agriculture (% of total employment),..,3.599999905,..,..,..,..
Sierra Leone,SLE,Agriculture value added per worker (constant 2010 US$),1029.318411,1065.996944,1093.165303,1128.825394,1124.020733,1144.110804
Sierra Leone,SLE,Employment in agriculture (% of total employment),..,..,..,..,..,..
Singapore,SGP,Agriculture value added per worker (constant 2010 US$),43417.6751,45067.84012,45617.89512,44554.45545,92629.26293,..
Singapore,SGP,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Employment in agriculture (% of total employment),..,..,..,..,..,..
Slovak Republic,SVK,Agriculture value added per worker (constant 2010 US$),11607.89323,14040.42137,14830.20995,17899.51051,21724.81409,22228.05816
Slovak Republic,SVK,Employment in agriculture (% of total employment),3.200000048,3.099999905,3.200000048,3.299999952,3.5,..
Slovenia,SVN,Agriculture value added per worker (constant 2010 US$),118448.439,147527.5938,135474.6137,155655.6291,171284.7682,219244.5033
Slovenia,SVN,Employment in agriculture (% of total employment),7,6.900000095,7,7.199999809,7.699999809,..
Small states,SST,Agriculture value added per worker (constant 2010 US$),2330.520571,2335.271323,2342.58788,2293.873841,2255.716356,..
Small states,SST,Employment in agriculture (% of total employment),..,..,..,..,..,..
Solomon Islands,SLB,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Solomon Islands,SLB,Employment in agriculture (% of total employment),..,..,..,..,..,..
Somalia,SOM,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Somalia,SOM,Employment in agriculture (% of total employment),..,..,..,..,..,..
South Africa,ZAF,Agriculture value added per worker (constant 2010 US$),7542.921659,7866.803653,8146.769215,8514.05849,9260.111647,8738.995727
South Africa,ZAF,Employment in agriculture (% of total employment),4.900000095,4.599999905,4.900000095,5.099999905,4.599999905,..
South Asia,SAS,Agriculture value added per worker (constant 2010 US$),1046.88913,1052.846787,1063.241594,1092.374453,1086.816014,..
South Asia,SAS,Employment in agriculture (% of total employment),49.84933125,..,46.8353008,49.23177893,..,..
South Asia (IDA & IBRD),TSA,Agriculture value added per worker (constant 2010 US$),1046.88913,1052.846787,1063.241594,1092.374453,1086.816014,..
South Asia (IDA & IBRD),TSA,Employment in agriculture (% of total employment),49.84933125,..,46.8353008,49.23177893,..,..
South Sudan,SSD,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
South Sudan,SSD,Employment in agriculture (% of total employment),..,..,..,..,..,..
Spain,ESP,Agriculture value added per worker (constant 2010 US$),32953.3814,35826.79572,33287.00881,40562.72851,40925.90865,43713.49674
Spain,ESP,Employment in agriculture (% of total employment),4.099999905,4.099999905,4.199999809,4.199999809,4.199999809,..
Sri Lanka,LKA,Agriculture value added per worker (constant 2010 US$),1196.505305,1248.074322,1295.718397,1338.43987,1405.770734,1487.039663
Sri Lanka,LKA,Employment in agriculture (% of total employment),32.70000076,33,31,31.5,30.39999962,..
St. Kitts and Nevis,KNA,Agriculture value added per worker (constant 2010 US$),1975.622222,2200.763947,1994.018124,2121.708446,2051.913076,2008.912777
St. Kitts and Nevis,KNA,Employment in agriculture (% of total employment),..,..,..,..,..,..
St. Lucia,LCA,Agriculture value added per worker (constant 2010 US$),1858.261438,1637.957585,1824.300951,1919.699532,1699.713633,1820.352001
St. Lucia,LCA,Employment in agriculture (% of total employment),..,..,..,..,..,..
St. Martin (French part),MAF,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
St. Martin (French part),MAF,Employment in agriculture (% of total employment),..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Agriculture value added per worker (constant 2010 US$),3764.589226,3758.51643,3796.272258,4018.177682,4134.074712,4335.089934
St. Vincent and the Grenadines,VCT,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sub-Saharan Africa,SSF,Agriculture value added per worker (constant 2010 US$),1121.298717,1131.286059,1166.559818,1177.169854,1206.783187,1240.481004
Sub-Saharan Africa,SSF,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Agriculture value added per worker (constant 2010 US$),1121.360222,1131.343894,1166.622927,1177.208382,1206.832676,1240.481004
Sub-Saharan Africa (excluding high income),SSA,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Agriculture value added per worker (constant 2010 US$),1121.298717,1131.286059,1166.559818,1177.169854,1206.783187,1240.481004
Sub-Saharan Africa (IDA & IBRD countries),TSS,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sudan,SDN,Agriculture value added per worker (constant 2010 US$),2147.622715,2264.437315,2288.246483,2389.549982,2420.724788,2464.514692
Sudan,SDN,Employment in agriculture (% of total employment),..,44.59999847,..,..,..,..
Suriname,SUR,Agriculture value added per worker (constant 2010 US$),12836.89963,13390.10588,14747.97577,12824.32676,13729.57335,..
Suriname,SUR,Employment in agriculture (% of total employment),..,..,..,3.200000048,..,..
Swaziland,SWZ,Agriculture value added per worker (constant 2010 US$),1613.638217,1667.194072,1701.353681,1784.385712,1760.410199,1904.023383
Swaziland,SWZ,Employment in agriculture (% of total employment),..,..,..,..,..,..
Sweden,SWE,Agriculture value added per worker (constant 2010 US$),60650.59042,62223.13067,64561.95286,66021.37449,69906.95372,74210.01552
Sweden,SWE,Employment in agriculture (% of total employment),1.799999952,1.799999952,1.799999952,1.799999952,1.700000048,..
Switzerland,CHE,Agriculture value added per worker (constant 2010 US$),29790.9283,32315.94239,31607.37997,29902.55755,32681.67093,31994.4949
Switzerland,CHE,Employment in agriculture (% of total employment),3,3.099999905,3.099999905,3.200000048,3.200000048,..
Syrian Arab Republic,SYR,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Syrian Arab Republic,SYR,Employment in agriculture (% of total employment),15.19999981,13.19999981,..,..,..,..
Tajikistan,TJK,Agriculture value added per worker (constant 2010 US$),1429.655544,1530.717022,1681.278598,1842.347612,..,..
Tajikistan,TJK,Employment in agriculture (% of total employment),..,..,..,..,..,..
Tanzania,TZA,Agriculture value added per worker (constant 2010 US$),556.5035926,560.8782779,563.6172429,565.6386184,568.1085965,570.049665
Tanzania,TZA,Employment in agriculture (% of total employment),..,..,..,..,66.90000153,..
Thailand,THA,Agriculture value added per worker (constant 2010 US$),1860.011234,1998.430513,2089.973773,2123.391186,2157.122968,..
Thailand,THA,Employment in agriculture (% of total employment),38.20000076,41,39.59999847,41.90000153,..,..
Timor-Leste,TMP,Agriculture value added per worker (constant 2010 US$),542.6136364,422.6519337,505.3475936,492.2279793,..,..
Timor-Leste,TMP,Employment in agriculture (% of total employment),50.59999847,..,..,..,..,..
Togo,TGO,Agriculture value added per worker (constant 2010 US$),764.4740793,790.9926972,858.3132979,845.4304659,952.5495389,961.1847242
Togo,TGO,Employment in agriculture (% of total employment),..,..,..,..,..,..
Tonga,TON,Agriculture value added per worker (constant 2010 US$),5576.256797,5687.313243,5715.227023,..,..,..
Tonga,TON,Employment in agriculture (% of total employment),..,..,..,..,..,..
Trinidad and Tobago,TTO,Agriculture value added per worker (constant 2010 US$),2452.206502,2513.192558,2244.477698,2242.235463,2359.124726,2521.341633
Trinidad and Tobago,TTO,Employment in agriculture (% of total employment),..,..,..,..,..,..
Tunisia,TUN,Agriculture value added per worker (constant 2010 US$),4123.053745,4530.714626,4788.91986,4593.575156,4728.717952,..
Tunisia,TUN,Employment in agriculture (% of total employment),17.60000038,16.20000076,15.89999962,15.5,14.80000019,..
Turkey,TUR,Agriculture value added per worker (constant 2010 US$),7649.258511,8219.314893,8591.510039,9016.357622,8960.760666,9792.489964
Turkey,TUR,Employment in agriculture (% of total employment),22.39999962,22.79999924,22.20000076,21.60000038,19.70000076,..
Turkmenistan,TKM,Agriculture value added per worker (constant 2010 US$),4506.080627,..,..,..,..,..
Turkmenistan,TKM,Employment in agriculture (% of total employment),..,..,..,..,..,..
Turks and Caicos Islands,TCA,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Turks and Caicos Islands,TCA,Employment in agriculture (% of total employment),..,..,..,..,..,..
Tuvalu,TUV,Agriculture value added per worker (constant 2010 US$),8512.199596,8542.403828,8004.121278,7712.218958,..,..
Tuvalu,TUV,Employment in agriculture (% of total employment),..,..,..,..,..,..
Uganda,UGA,Agriculture value added per worker (constant 2010 US$),480.154773,481.0360562,473.5496895,469.5085688,471.2716347,472.9565454
Uganda,UGA,Employment in agriculture (% of total employment),..,..,..,71.90000153,..,..
Ukraine,UKR,Agriculture value added per worker (constant 2010 US$),4125.404782,5098.873044,5048.331824,5948.014517,6341.695016,6270.240353
Ukraine,UKR,Employment in agriculture (% of total employment),..,20.20000076,19.70000076,20,14.80000019,..
United Arab Emirates,ARE,Agriculture value added per worker (constant 2010 US$),16543.70504,16570.72988,16091.28923,16626.95061,17292.13171,..
United Arab Emirates,ARE,Employment in agriculture (% of total employment),..,..,..,..,..,..
United Kingdom,GBR,Agriculture value added per worker (constant 2010 US$),33550.19192,37698.5443,35405.26128,36121.48545,41603.33512,42349.72014
United Kingdom,GBR,Employment in agriculture (% of total employment),1.100000024,1.100000024,1,0.899999976,1.100000024,..
United States,USA,Agriculture value added per worker (constant 2010 US$),67897.96732,65633.05919,61633.82356,74464.74496,78223.94116,..
United States,USA,Employment in agriculture (% of total employment),1.600000024,..,..,..,..,..
Upper middle income,UMC,Agriculture value added per worker (constant 2010 US$),1805.994805,1903.093256,1962.980331,2064.519181,2105.627221,2130.556277
Upper middle income,UMC,Employment in agriculture (% of total employment),7.275154429,7.595137967,..,..,..,..
Uruguay,URY,Agriculture value added per worker (constant 2010 US$),15598.54203,17756.29124,17713.00327,18064.0345,18211.43611,18470.65523
Uruguay,URY,Employment in agriculture (% of total employment),11.60000038,10.69999981,..,9.300000191,..,..
Uzbekistan,UZB,Agriculture value added per worker (constant 2010 US$),2560.726796,2739.863651,2949.163052,3174.590951,3425.859885,3696.726299
Uzbekistan,UZB,Employment in agriculture (% of total employment),..,..,..,..,..,..
Vanuatu,VUT,Agriculture value added per worker (constant 2010 US$),3822.214324,3950.125908,4037.819551,4125.040496,4298.903737,..
Vanuatu,VUT,Employment in agriculture (% of total employment),..,..,..,..,..,..
"Venezuela, RB",VEN,Agriculture value added per worker (constant 2010 US$),29318.38319,29569.66507,30673.58459,30727.06701,..,..
"Venezuela, RB",VEN,Employment in agriculture (% of total employment),8.699999809,7.900000095,7.699999809,7.400000095,..,..
Vietnam,VNM,Agriculture value added per worker (constant 2010 US$),719.0609209,741.9457902,756.6726546,770.3121203,791.2962441,805.7282196
Vietnam,VNM,Employment in agriculture (% of total employment),..,..,47.40000153,46.79999924,..,..
Virgin Islands (U.S.),VIR,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
Virgin Islands (U.S.),VIR,Employment in agriculture (% of total employment),..,..,..,..,..,..
West Bank and Gaza,WBG,Agriculture value added per worker (constant 2010 US$),4524.545455,5377.440671,4852.603536,4231.20589,3911.622418,3801.85445
West Bank and Gaza,WBG,Employment in agriculture (% of total employment),11.80000019,11.89999962,11.5,10.5,..,..
World,WLD,Agriculture value added per worker (constant 2010 US$),1962.694552,2014.76498,2031.740188,2124.651811,2160.627358,2206.338266
World,WLD,Employment in agriculture (% of total employment),19.80827792,..,..,..,..,..
"Yemen, Rep.",YEM,Agriculture value added per worker (constant 2010 US$),..,..,..,..,..,..
"Yemen, Rep.",YEM,Employment in agriculture (% of total employment),24.70000076,..,..,..,..,..
Zambia,ZMB,Agriculture value added per worker (constant 2010 US$),622.5658733,649.0679491,653.124537,609.130992,639.3961552,573.5881101
Zambia,ZMB,Employment in agriculture (% of total employment),..,..,52.20000076,..,..,..
Zimbabwe,ZWE,Agriculture value added per worker (constant 2010 US$),371.1310455,371.93342,394.3165586,376.5194785,453.7502277,422.1793932
Zimbabwe,ZWE,Employment in agriculture (% of total employment),..,65.80000305,..,..,..,..
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data from database: World Development Indicators,,,,,,,,
Last Updated: 08/10/2016,,,,,,,,
